id_venta,fecha,id_cliente,id_producto,cantidad
713,2026-01-09 01:57:15,35,31,8
714,2025-07-31 02:35:34,255,149,10
715,2025-07-29 13:53:46,37,129,2
716,2025-02-28 05:00:04,282,14,3
717,13/02/2025,460,105,10
718,"Jul 06, 2025",285,46,6
719,2025-05-27 17:49:29,455,148,3
720,2025-05-01 22:22:21,231,23,3
721,2025-03-04 17:22:53,160,104,7
722,2026-01-16 13:35:03,48,137,4
723,2025-12-01,178,83,9
724,2025/08/27 04:41,134,89,5
725,2026-01-12 10:35:19,214,12,5
726,2026-01-29 12:18:00,417,153,9
727,2025-10-02 17:50:48,270,35,6
728,08/05/2025,471,43,7
729,2025-02-13 13:20:49,49,44,2
730,2025/11/02 23:18,183,10,7
731,2025-07-20 23:47:44,14,170,2
732,2025-09-24 15:10:27,14,177,2
733,2025-12-30 17:16:20,275,141,5
734,2025-04-06 10:57:47,495,178,1
735,2025-08-31 09:49:46,481,170,9
736,2025-09-18 03:49:11,450,36,7
737,2025-07-28 04:09:03,473,31,5
738,2025-03-04 07:16:21,201,51,10
739,2025-06-06 13:01:53,408,134,4
740,2025-05-31 19:57:25,57,42,1
741,2025-10-01,410,177,8
742,2025-12-09 05:25:48,293,147,8
743,2025-05-30 03:41:16,231,131,2
744,2025-10-10,191,60,8
745,2025-05-15 11:23:07,112,75,6
746,2026-01-09 00:21:07,414,25,1
747,2025-11-22 11:57:58,131,166,3
748,2025-08-18 03:23:03,232,160,5
749,2025-07-15 14:35:30,460,47,2
750,2025-05-24 17:24:44,462,70,7
751,2025-05-27 04:49:28,204,43,2
752,2026-01-19 15:08:49,487,41,2
753,2025-06-26 06:35:58,485,146,8
754,2025-08-05 01:02:57,363,92,10
755,2026-01-25 17:35:18,171,187,3
756,09-27-2025,310,106,8
757,08-16-2025,411,197,10
758,2025-06-29 09:03:01,473,25,7
759,2025-04-08 05:24:44,131,174,7
760,2025-06-11 00:25:26,494,157,1
761,2025-11-02 18:03:10,396,130,8
762,09-15-2025,4,193,8
763,"Nov 03, 2025",191,97,7
764,"Apr 14, 2025",371,128,8
765,2025-08-18 20:17:04,424,106,1
766,2026-01-03 22:32:22,335,24,10
767,2025-07-08 07:31:52,398,131,9
768,2025-10-11 01:58:33,462,88,6
769,2025-03-15 20:23:40,189,117,6
770,20/01/2026,319,122,6
771,2025-09-09 19:00:17,76,75,9
772,"Apr 27, 2025",184,12,3
773,2025-03-28 07:50:57,471,31,7
774,2025-08-19 03:55:25,156,49,6
775,2025-08-19 04:29:10,309,163,10
776,"Mar 05, 2025",11,118,10
777,2026-01-27 17:34:58,242,111,10
778,2025-12-29 06:19:20,231,46,10
779,2025-07-17 23:56:22,194,27,7
780,2025-03-13 14:00:18,176,83,9
781,2025-11-29 09:57:40,98,178,4
782,2025/07/30 04:51,460,76,8
783,2025-10-18 11:25:44,430,180,9
784,08-03-2025,321,142,4
785,2025-05-09 18:20:46,283,182,3
786,2025-11-30 12:49:28,15,83,2
787,"Jan 22, 2026",255,147,7
788,2025-04-28 01:55:55,457,98,3
789,2025-08-19 10:26:07,88,69,3
790,2025-06-19 07:25:38,99,16,5
791,2026-01-01 03:43:52,217,92,8
792,2025-08-03 08:10:00,342,190,9
793,2025-12-16 18:36:07,438,100,4
794,2025-12-11 01:42:37,185,179,5
795,05-10-2025,158,107,6
796,2025-11-14 23:04:31,359,114,4
797,2025-06-30 19:54:05,388,95,10
798,2026-01-06 10:42:38,312,199,4
799,2025-08-03 06:19:39,209,20,3
800,11-25-2025,374,97,1
801,2025-05-13 16:58:42,203,2,6
802,2025-05-18 11:44:47,117,11,3
803,2025-09-01 10:57:52,354,161,10
804,2026-01-29 02:39:12,114,141,6
805,2025-07-27 06:41:40,271,135,4
806,2025-03-25 15:08:36,420,130,3
807,2025-08-14 08:03:12,424,24,6
808,2025/06/04 13:08,131,85,6
809,2025-08-19 04:10:36,214,193,1
810,2025-08-16,343,62,10
811,2025-07-15 09:20:31,163,30,7
812,2025-05-27 13:39:06,428,7,9
813,08/04/2025,241,115,8
814,2025-10-11,173,43,9
815,"Aug 26, 2025",139,176,7
816,2025-04-25 00:51:53,159,176,3
817,11-09-2025,329,10,2
818,2025-02-14 14:07:40,29,67,7
819,2025-10-28 00:36:53,273,111,6
820,2025-10-14 23:21:12,23,137,1
821,2025-11-22 01:39:25,113,194,10
822,06-19-2025,446,92,9
823,2025-09-29 14:23:08,463,113,7
824,"Nov 25, 2025",303,122,3
825,2026-01-22 10:51:06,57,163,3
826,2025-07-29 00:24:21,163,187,6
827,2025/02/12 01:31,379,37,2
828,2025/08/01 12:31,484,79,4
829,2025/09/02 04:10,421,65,4
830,2025-12-13 23:28:18,290,141,8
831,2025/12/15 09:07,253,172,2
832,2025-07-09,194,172,4
833,2025-08-09 11:07:45,11,85,10
834,2025-07-15 13:16:14,339,145,10
835,2025-10-20 00:10:33,334,110,3
836,2025-06-28 10:04:24,420,57,7
837,2025-09-25 17:28:28,151,174,6
838,2025-03-27 17:43:48,320,199,5
839,2025-07-20 02:59:04,187,166,10
840,2026-01-18,181,36,9
841,2025-06-02 21:11:09,94,130,1
842,2025-10-09 01:20:04,172,152,4
843,2025-09-24 23:48:29,470,139,8
844,2025-12-06 21:28:00,192,101,4
845,2025-12-07 18:14:43,253,35,8
846,2025-12-09 00:23:08,418,94,9
847,17/06/2025,94,158,3
848,"May 25, 2025",297,38,8
849,2025-10-19 18:51:20,162,11,4
850,2025-11-03 16:33:11,400,100,8
851,2025-12-14 03:45:29,112,167,6
852,2025-02-12 09:35:13,417,163,5
853,2025-02-23 23:47:58,219,45,7
854,17/09/2025,423,168,2
855,2026-01-01 17:33:11,200,89,8
856,2026-01-29,380,129,3
857,2025-10-29 13:11:17,36,48,3
858,2025-07-07 15:05:44,7,31,4
859,2025-03-06 17:25:59,3,30,8
860,18/09/2025,61,42,7
861,14/12/2025,40,132,1
862,2025-07-10 20:31:12,334,104,10
863,2025/10/10 03:07,89,185,5
864,2025/12/25 21:52,233,57,7
865,2025-02-15 06:06:23,297,131,5
866,"Nov 16, 2025",460,117,10
867,2025-05-17 15:17:03,274,134,9
868,2025-06-15 17:19:33,197,25,3
869,2025-03-24 18:19:32,319,10,9
870,2025-08-11 21:58:18,111,124,3
871,2025-08-24 19:00:25,328,199,7
872,"Nov 15, 2025",440,12,9
873,2025-04-02 03:33:27,193,190,10
874,2025/02/27 03:03,203,123,4
875,2025-12-13 21:02:37,254,191,1
876,09-13-2025,417,2,7
877,2025/04/27 09:14,103,167,10
878,2025-12-29 07:24:58,220,175,7
879,2025-03-23 06:30:25,395,143,8
880,2025-07-17 11:09:53,379,124,5
881,2025-05-02 05:01:36,354,181,7
882,2025-05-03 16:15:36,297,31,4
883,2025-02-02 07:48:29,216,42,2
884,2025-11-19 22:21:21,420,87,9
885,2025-12-24 14:10:00,352,14,3
886,2025-10-04 17:10:22,13,24,3
887,2025-03-28,225,23,2
888,2025-07-10 23:53:26,390,103,10
889,2025-06-05 06:22:53,77,153,1
890,2025-09-01 23:54:59,232,3,4
891,2025-09-20 01:13:25,106,74,4
892,2025-07-03,169,133,4
893,2025-05-01 10:02:47,165,41,2
894,2025-12-04 14:45:43,260,172,7
895,2025-04-12 03:16:58,106,4,2
896,2025-06-19 12:40:25,133,144,10
897,2025-07-25 22:04:37,443,71,4
898,"Apr 26, 2025",355,104,10
899,2025-08-26 04:15:36,105,76,6
900,"Aug 27, 2025",404,66,9
901,2026-01-27 16:42:22,324,63,6
902,2025-05-17,370,151,1
903,2026-01-21 11:29:43,286,174,4
904,2025-09-27 00:21:14,260,133,9
905,2025-05-10 03:23:10,442,64,5
906,2025-08-24 20:11:26,429,88,2
907,2025-10-07 07:57:27,295,81,6
908,2025-10-28 18:10:04,475,47,4
909,16/02/2025,206,189,4
910,2025-09-08 04:21:52,153,40,2
911,2025/07/30 22:20,278,170,8
912,2025-12-26 17:55:32,272,159,6
913,2025/05/14 17:52,176,148,5
914,2025-11-17 19:08:29,227,33,1
915,2025-09-08 18:17:40,110,139,1
916,2025-06-07 16:38:45,359,176,3
917,2025-09-19 11:29:33,67,133,8
918,2025-09-13 13:48:52,115,173,4
919,10-04-2025,59,93,10
920,2025-10-20 06:41:45,100,88,6
921,2025-09-27 13:17:31,237,108,6
922,2025/12/01 20:48,205,116,3
923,2025-09-16 20:13:09,323,70,4
924,2025-12-25 05:26:41,10,51,3
925,2025/09/22 18:11,141,46,7
926,2025-05-22 20:28:00,226,77,5
927,07-09-2025,14,102,2
928,2025-08-29 09:27:28,11,191,6
929,2025-10-24,294,143,5
930,2025-03-03 20:58:03,197,51,10
931,2025-05-17 12:55:44,104,45,5
932,2025-10-29 02:51:17,169,125,8
933,2025-04-04 06:06:04,71,119,3
934,2025-03-19 22:59:02,8,87,7
935,2025-08-14 05:53:53,273,19,2
936,2026-01-19 09:44:18,406,82,5
937,2025-08-11 13:13:20,376,70,8
938,2025-12-29,417,116,7
939,2025-11-29,336,191,2
940,2025-05-03 00:57:35,441,141,1
941,27/11/2025,411,196,2
942,2025-07-24 09:00:26,123,80,4
943,2025-11-20 04:46:46,364,161,3
944,2025-10-29 12:59:31,233,8,1
945,2025-06-02 19:40:55,59,122,8
946,2025/03/13 19:38,28,114,3
947,2026-01-16 19:03:30,89,145,7
948,2025-03-22 17:32:11,26,80,6
949,2026-01-17 11:12:32,90,23,8
950,09/12/2025,74,40,5
951,"Oct 21, 2025",141,177,8
952,2026/01/22 13:36,263,2,9
953,2026-01-18,489,189,7
954,2025-11-19 10:21:53,154,157,5
955,2025-06-12 06:50:41,308,69,7
956,2025-11-14 04:01:04,108,35,5
957,2025-02-04 22:40:25,473,116,5
958,2025-08-13 01:48:25,284,5,3
959,"Jul 14, 2025",497,48,2
960,2025-10-02 07:54:27,24,4,8
961,2025-10-02 16:52:56,196,128,6
962,"Aug 31, 2025",217,85,2
963,26/11/2025,332,65,7
964,2026-01-08 07:15:06,381,189,1
965,2025-03-10 07:35:21,324,25,9
966,2025-04-25 05:46:29,146,80,6
967,"Feb 08, 2025",120,191,9
968,"Dec 18, 2025",140,14,4
969,2025-08-22 14:24:39,220,150,2
970,2025-12-30 17:18:14,141,11,10
971,2025-04-20,117,96,2
972,2025-02-22 02:10:34,157,195,1
973,26/11/2025,339,180,9
974,2025-12-27 15:58:23,399,194,6
975,2025-05-20 13:02:25,347,177,7
976,2025-06-28 15:55:44,336,11,8
977,2025-03-22 06:54:34,87,179,8
978,2026/01/10 17:03,470,90,6
979,05-21-2025,143,136,3
980,2025-07-28 13:48:01,238,164,9
981,2025-03-06 13:15:20,327,5,10
982,2025-12-19 23:58:03,34,83,2
983,2025-03-20 19:04:50,12,100,4
984,"Jul 14, 2025",394,142,3
985,2025-10-01 01:35:37,222,169,2
986,28/10/2025,41,46,1
987,2026-01-10 19:08:40,469,100,8
988,2025-07-01,61,66,1
989,2025-10-27 17:02:29,337,126,2
990,2025-03-27 15:08:39,215,93,9
991,2025-06-30,208,182,1
992,07/03/2025,389,56,9
993,2025-07-27 20:45:14,476,169,4
994,2025-06-27 15:06:59,190,143,9
995,2026-01-12 13:01:58,394,164,10
996,10/02/2025,144,171,7
997,2025-06-14 21:50:32,287,41,9
998,2025-07-10 11:49:13,260,81,9
999,2026-01-11 11:46:35,282,196,7
1000,2025-12-08 13:39:20,386,140,4
1001,2025-03-07 13:06:27,463,191,5
1002,2025-10-07 01:15:43,174,102,1
1003,2025-08-16 04:55:05,125,5,9
1004,01-21-2026,459,2,5
1005,2025-06-09 18:36:53,407,71,9
1006,06-24-2025,463,147,3
1007,04-09-2025,398,150,4
1008,2025-03-15 11:49:18,130,56,2
1009,2025-12-05 03:28:19,326,125,10
1010,2025-07-14,430,10,10
1011,2025-09-28 04:23:19,171,112,7
1012,2025-09-21 00:24:58,29,192,10
1013,2025-09-04 11:05:48,285,98,1
1014,2025-02-06 05:26:45,129,139,10
1015,2025-11-13 01:50:21,67,57,3
1016,2025-04-28 20:56:39,124,115,10
1017,03-16-2025,468,111,5
1018,2025/08/24 09:33,288,141,7
1019,"Feb 24, 2025",314,35,8
1020,11-05-2025,421,189,9
1021,2025-04-15 04:05:49,250,148,2
1022,2025-04-18 06:56:07,373,94,6
1023,12-13-2025,243,168,1
1024,29/05/2025,364,160,3
1025,2025-03-24 04:05:28,70,187,2
1026,2025-12-24,291,159,3
1027,2025/01/31 07:42,329,54,9
1028,2025-12-09 00:40:10,179,187,3
1029,2025-03-23,435,170,9
1030,2025-03-18 16:55:43,473,70,1
1031,2025-05-01 09:52:41,141,18,7
1032,"Apr 03, 2025",224,169,6
1033,2025-09-28 17:38:45,254,26,6
1034,2025-02-08 07:14:26,308,23,3
1035,2025/02/04 01:26,401,144,1
1036,2025-11-14 12:37:33,32,41,1
1037,2025-04-26 08:35:59,55,161,5
1038,"May 28, 2025",207,71,1
1039,"Apr 03, 2025",303,143,5
1040,2025-02-18 22:46:28,10,134,10
1041,2025-10-27 05:33:41,366,62,10
1042,2025-08-10 16:21:13,196,155,6
1043,2025-10-29 21:09:16,495,168,3
1044,2025-07-22 11:15:01,78,52,3
1045,2025-11-09 15:39:29,152,135,3
1046,2025-08-05 23:53:33,165,198,3
1047,2025-03-10 02:28:08,130,41,6
1048,2025-08-01 06:42:14,480,185,2
1049,2026-01-10 11:36:11,171,38,1
1050,2025-02-14 16:07:45,282,106,5
1051,2025-11-11 05:31:57,128,164,5
1052,2025-12-12 00:57:13,184,34,3
1053,2025-08-08 22:02:57,100,158,5
1054,2025-07-16 08:24:26,483,153,4
1055,2026-01-16 04:52:55,320,21,8
1056,2025-02-21 06:41:54,340,121,6
1057,2025-07-23,148,122,3
1058,2025-06-25 08:06:10,250,70,7
1059,"Oct 07, 2025",274,194,4
1060,2025-07-27 15:34:00,59,118,4
1061,2025-12-28 11:23:32,120,156,7
1062,2025-02-25 21:37:11,252,191,10
1063,"Feb 28, 2025",202,181,1
1064,2025-09-09 14:24:13,368,133,9
1065,2025-02-22 18:47:29,112,143,7
1066,2025-05-10 10:36:05,210,13,4
1067,09/18/2025,327,78,5
1068,2025-08-18 23:31:25,372,37,8
1069,2025-05-28 06:32:42,323,129,2
1070,2026-01-28 04:55:34,252,179,9
1071,2025-08-11 06:30:45,6,116,1
1072,07-14-2025,370,183,4
1073,"Sep 07, 2025",263,42,2
1074,2025-03-07 22:17:05,315,99,9
1075,2025-10-13 01:35:54,166,141,7
1076,07/12/2025,224,86,10
1077,24/09/2025,338,79,5
1078,"Nov 06, 2025",274,1,10
1079,"Oct 20, 2025",13,156,8
1080,2025-04-18 08:54:35,319,154,1
1081,13/07/2025,299,159,9
1082,2025-04-23,99,9,10
1083,2025-06-02 22:14:56,190,42,5
1084,"Jul 14, 2025",450,153,10
1085,2025-06-30 11:45:12,16,24,5
1086,"Mar 05, 2025",251,18,7
1087,2025-07-04 15:03:52,300,85,9
1088,2025/09/29 02:07,180,54,10
1089,2025-06-15 15:32:54,281,155,5
1090,2025-03-26 20:56:25,271,67,9
1091,2026-01-01 20:29:05,55,34,10
1092,2025-02-23 17:55:53,292,162,8
1093,2025-11-29 10:34:34,327,157,4
1094,2025-03-05 16:55:33,328,31,1
1095,2025-03-06 22:24:09,23,189,4
1096,2025-10-26 12:43:49,282,12,6
1097,11/22/2025,15,55,1
1098,2025-08-21 11:47:37,430,130,9
1099,2025-09-01 12:25:42,136,176,6
1100,08-22-2025,219,158,1
1101,"May 30, 2025",441,10,3
1102,2025-03-15 02:02:22,499,119,7
1103,2025-06-08 20:12:48,430,145,6
1104,29/09/2025,410,148,6
1105,2025-10-30 06:02:33,307,161,9
1106,2025-12-12 04:15:15,123,48,10
1107,2025-10-20,490,79,6
1108,2026-01-18 19:07:05,383,78,4
1109,2025-09-06 07:21:29,310,96,1
1110,2025-06-07 17:34:23,116,130,1
1111,2025-08-28 17:36:09,339,49,6
1112,2025-04-17 05:13:01,411,80,6
1113,2025-09-26 07:28:14,491,133,3
1114,2025-04-21,31,100,9
1115,03-10-2025,175,86,8
1116,12-04-2025,419,54,6
1117,2025-06-13,318,31,5
1118,2025-11-04 19:45:10,91,27,4
1119,2025-08-27 10:18:48,129,70,3
1120,2025-11-20 22:19:41,233,19,5
1121,2025/12/04,362,114,1
1122,2026-01-20 21:42:14,103,101,3
1123,2025-11-24 22:26:21,40,177,8
1124,2025-09-10 02:51:35,456,51,9
1125,"Sep 21, 2025",107,196,8
1126,08/02/2025,191,182,8
1127,2026-01-04 06:40:32,235,94,7
1128,2025-11-28 16:30:12,21,85,6
1129,2025-05-07 12:47:44,230,122,2
1130,2025-04-05 12:41:33,305,44,5
1131,2025-10-13 14:46:14,194,131,2
1132,2025-05-22 20:14:55,263,28,6
1133,2025-06-03 16:47:00,183,78,9
1134,2025-02-01 08:52:21,282,62,10
1135,2025-12-13 02:24:18,384,124,7
1136,2025-08-24 15:41:51,247,178,10
1137,2025-06-25 19:49:32,225,146,6
1138,2025-03-22 20:54:20,326,170,2
1139,2025-09-18 16:51:14,136,152,10
1140,2025-02-10 11:12:54,173,114,3
1141,2025-10-29 21:42:52,143,154,2
1142,2025-04-18 23:29:00,251,84,8
1143,2025-07-02 21:08:42,80,56,3
1144,2025-06-03 05:25:58,56,1,3
1145,2025-06-14 21:02:30,47,100,10
1146,2025-10-20 10:54:46,495,175,6
1147,2025-11-09 15:49:40,224,174,5
1148,2025/08/25 21:12,163,89,2
1149,2025-03-02 19:59:03,25,16,6
1150,02-18-2025,328,181,9
1151,2025-03-28 22:45:48,144,152,7
1152,2025-09-12 15:50:41,10,104,7
1153,"Oct 02, 2025",131,45,8
1154,2025-05-09,366,40,5
1155,"Sep 28, 2025",142,125,7
1156,2025/07/26 22:41,180,155,7
1157,2025-07-10 06:45:52,331,91,4
1158,2025-05-09 08:37:11,380,148,8
1159,2025-11-01 20:59:03,475,106,9
1160,"Mar 12, 2025",48,146,8
1161,2025-07-05 10:10:24,292,188,9
1162,2025-05-13,413,134,10
1163,2025-10-04 01:55:17,498,80,10
1164,2025-07-26 17:04:15,26,200,1
1165,2025-09-30 12:04:12,435,121,10
1166,2025/02/15 06:05,75,76,5
1167,2025-06-23 22:54:43,386,67,1
1168,2025-09-05 23:53:45,455,147,1
1169,2025/02/01,426,189,10
1170,2025-05-20 04:49:32,395,72,5
1171,2025-04-17 04:03:41,300,66,1
1172,2025-03-21 23:59:56,279,152,3
1173,2025-05-03 08:35:58,346,45,5
1174,2025-05-29 12:28:57,78,136,1
1175,2025-02-01 05:36:44,54,38,10
1176,2025-10-29 08:39:48,349,106,7
1177,2025-04-04 07:40:37,133,164,3
1178,2025-06-17,375,89,1
1179,"Oct 13, 2025",295,78,8
1180,2025-07-31 10:30:52,51,112,1
1181,2025-11-30 19:18:21,174,98,6
1182,2025-11-20 23:12:28,120,25,9
1183,2025-02-25 23:44:27,189,111,10
1184,2025/12/10 03:34,499,70,5
1185,2025-02-14 07:05:49,429,62,10
1186,2025-02-05 11:24:20,278,177,3
1187,2026-01-01 00:26:07,466,3,2
1188,12/10/2025,411,27,8
1189,2025-08-28 21:37:54,213,24,1
1190,2025-08-27,293,56,10
1191,2025-10-15 06:43:37,307,169,10
1192,2025-07-01 10:43:29,180,48,5
1193,2025-03-13 10:03:46,444,20,8
1194,2025/02/06,145,171,6
1195,2025-05-28 09:24:07,158,86,1
1196,2025-11-18 02:31:36,493,46,8
1197,"Sep 12, 2025",8,52,10
1198,"Nov 29, 2025",357,56,10
1199,2025-12-31 09:07:26,446,19,10
1200,2025-03-03 23:46:12,53,128,3
1201,12-04-2025,290,10,7
1202,2025-04-28 17:24:30,91,182,8
1203,"Sep 01, 2025",189,187,2
1204,2025-08-09 19:29:23,492,32,10
1205,2025-06-23,320,86,5
1206,2025-05-23 10:33:25,81,21,8
1207,2025-06-02 13:59:13,84,142,1
1208,2025-05-31 03:53:14,430,179,7
1209,2025-04-01 23:02:21,320,125,2
1210,2025/08/04 07:01,350,36,1
1211,2025-03-12 18:11:34,183,139,5
1212,2025-08-04 01:20:55,293,116,1
1213,2025/12/26 14:45,432,185,1
1214,2025-06-06,440,138,3
1215,22/10/2025,301,5,8
1216,2025-11-24 16:36:33,435,79,2
1217,2025/11/23 03:52,293,152,2
1218,2025-04-26 12:16:56,427,52,7
1219,2025/03/24 11:48,486,174,7
1220,2025-04-12,316,55,1
1221,06/09/2025,85,44,6
1222,2025-11-03 13:41:40,481,162,10
1223,2025-09-26,378,125,2
1224,04-04-2025,387,107,8
1225,2025-11-08 01:22:11,252,45,10
1226,2025-07-29 03:12:17,19,128,10
1227,01/11/2025,156,78,6
1228,2025-11-03 19:39:02,391,159,6
1229,2025-07-12,35,198,4
1230,2026-01-02,54,122,8
1231,2025-08-24 12:10:16,237,112,5
1232,2025-09-18,398,195,8
1233,14/09/2025,420,8,8
1234,2025/12/11,59,108,4
1235,2025-09-15 13:40:21,486,106,4
1236,"Mar 26, 2025",446,121,10
1237,23/02/2025,355,46,7
1238,2025-07-10 01:10:06,274,86,3
1239,2025-05-20 04:02:43,487,72,3
1240,05-10-2025,401,108,3
1241,2025-02-19 21:02:55,15,157,3
1242,2025-08-03 14:59:21,38,59,2
1243,2025-05-23 17:14:21,147,56,10
1244,"Jul 13, 2025",299,4,7
1245,2025-02-19 00:11:05,61,39,10
1246,2025/11/29 18:21,259,11,8
1247,2025/02/27 18:01,180,26,8
1248,2025-12-11,65,56,3
1249,2025-12-08 20:46:00,445,181,8
1250,2025-09-11 05:02:49,457,117,8
1251,2025-08-03 22:49:17,273,48,6
1252,2025-07-17 14:00:46,76,1,2
1253,2025-08-20 10:47:54,456,136,1
1254,2025-11-15 19:44:58,276,179,10
1255,2025-12-22 22:35:24,410,176,2
1256,2025-07-13 13:15:08,234,15,9
1257,2025-11-21 16:56:34,177,99,6
1258,2025-09-24 23:35:57,192,94,3
1259,2025-05-27 05:02:21,302,144,4
1260,2025-07-22 23:37:50,34,139,2
1261,2025-03-26 07:38:18,252,193,10
1262,2025-02-21 12:50:30,39,58,6
1263,03-08-2025,105,175,7
1264,2025-12-24 19:21:57,476,32,8
1265,2025-06-04 22:36:29,308,75,8
1266,2025-10-17 06:51:27,466,178,2
1267,2025-08-02 14:13:27,401,23,2
1268,02/04/2025,261,20,2
1269,2025-04-30 10:40:26,417,161,1
1270,2025-07-08 17:15:15,209,139,3
1271,2025-07-09,116,189,1
1272,2025-08-08 14:59:21,480,134,6
1273,2025-03-28 17:42:00,337,166,6
1274,2025-06-15 16:12:40,180,136,9
1275,2025-05-13 06:15:09,119,34,5
1276,2025-06-28 10:29:27,29,124,6
1277,2025-06-02 10:21:14,14,38,6
1278,05/09/2025,448,159,3
1279,11-14-2025,449,40,3
1280,2025-09-23 20:28:46,277,48,4
1281,2025-02-23 05:23:11,21,82,6
1282,2025-03-05,362,42,9
1283,2025/10/04 05:40,99,118,6
1284,2025-05-13 10:33:08,352,76,8
1285,2025-10-21 20:34:46,107,147,3
1286,2025-09-26 04:05:21,229,114,6
1287,2025-12-26,152,11,3
1288,14/12/2025,343,92,2
1289,2025/05/31 07:07,444,197,5
1290,08-30-2025,334,23,9
1291,"Mar 22, 2025",333,171,6
1292,2025-06-06 11:13:01,387,89,6
1293,2026-01-18 07:51:11,440,144,2
1294,"Oct 11, 2025",116,190,7
1295,06-22-2025,293,151,10
1296,"Sep 04, 2025",499,17,10
1297,2026-01-07 20:40:37,187,143,8
1298,"May 22, 2025",322,52,3
1299,2025-06-16 17:59:22,293,150,5
1300,11-14-2025,35,58,1
1301,22/11/2025,122,32,5
1302,2025-10-01 13:10:16,478,18,10
1303,2025-11-28 22:51:52,365,112,5
1304,2025-10-26 13:35:16,384,178,2
1305,2025-10-07 05:55:44,496,5,5
1306,2025-08-10 04:55:59,99,82,8
1307,2025-09-22 15:16:26,367,70,6
1308,2025-07-03,404,92,1
1309,2025-06-11 21:48:00,108,196,2
1310,06-11-2025,470,83,6
1311,2025-04-05 04:59:10,214,37,1
1312,2025-04-18 15:00:00,272,200,8
1313,10/01/2026,42,42,2
1314,2025-07-26 19:22:22,294,158,9
1315,2025-04-22 15:11:42,144,194,2
1316,2025-03-21 00:37:57,389,30,3
1317,2025-02-27 05:03:40,196,177,6
1318,12-04-2025,398,153,9
1319,2025-03-07 08:14:57,468,33,3
1320,2025-11-07 15:28:00,237,34,2
1321,2025-11-30 00:41:04,395,29,2
1322,2025/12/18 07:08,70,111,1
1323,2025-02-12 02:24:43,279,65,1
1324,2025-06-01 04:30:25,126,194,2
1325,2025-11-05 06:43:39,495,151,4
1326,2025-03-18 10:05:56,45,24,3
1327,2025-06-16 18:13:39,257,91,3
1328,2025/03/30 20:45,100,62,9
1329,2025-11-29 06:15:14,489,50,5
1330,2025-11-07 07:47:31,104,2,2
1331,2025-11-21 13:20:33,5,182,8
1332,2025-03-31 06:35:04,344,113,2
1333,2025-07-08,251,109,4
1334,2025-06-28 04:56:54,382,29,9
1335,2025-10-03 20:17:04,400,181,5
1336,2025-04-26 04:12:47,358,84,8
1337,"Jul 11, 2025",462,154,5
1338,"May 13, 2025",471,18,8
1339,"Oct 30, 2025",222,169,2
1340,2025-07-12 13:14:32,9,44,2
1341,"Aug 12, 2025",223,52,10
1342,"May 22, 2025",264,197,10
1343,"Nov 21, 2025",216,104,8
1344,2025-07-20,201,60,3
1345,2025-11-30 22:00:44,280,46,7
1346,2025-06-13,339,78,10
1347,2026-01-10 10:41:17,478,120,4
1348,2026-01-24 19:44:58,148,130,5
1349,2025-07-17 00:38:36,359,139,9
1350,2025-05-12 13:58:03,217,111,2
1351,18/06/2025,161,97,8
1352,2025-08-10 17:53:39,488,181,3
1353,2026-01-17 17:44:51,196,184,7
1354,2025-11-24 20:09:45,219,173,8
1355,2025-11-18 20:28:15,20,121,8
1356,2025-03-21 09:35:23,403,15,7
1357,2025-05-01 12:50:37,46,97,10
1358,2025-09-21 01:01:29,387,83,1
1359,12-15-2025,194,94,6
1360,2025-08-20 02:03:18,153,106,6
1361,2025-03-08,381,61,5
1362,"Dec 04, 2025",455,6,9
1363,12-06-2025,127,6,8
1364,2025-05-14 03:38:34,114,26,8
1365,2025-11-04 18:18:18,495,87,8
1366,"May 09, 2025",449,87,3
1367,2025-12-26,384,20,9
1368,2025-03-24 03:20:53,427,58,10
1369,2025/07/08 12:15,498,25,10
1370,2026-01-10 23:43:18,237,89,2
1371,2025-04-21 19:39:32,49,77,7
1372,2025-07-13 22:45:15,85,103,5
1373,2025-06-06 06:34:31,318,196,9
1374,2025-02-08 06:47:30,392,181,9
1375,2025-02-18 09:45:18,139,170,8
1376,2025-08-01 20:36:42,308,158,7
1377,2025-04-26 13:15:46,487,134,4
1378,2026-01-28 15:51:07,109,39,5
1379,06-15-2025,359,17,4
1380,09/02/2025,319,61,7
1381,2026-01-04 20:22:57,198,119,8
1382,02/12/2025,373,166,1
1383,2025-09-24 06:24:26,299,169,9
1384,2025-11-14,120,185,8
1385,2025-03-21 23:56:10,113,105,6
1386,2025/05/14 08:35,418,186,3
1387,2025-11-28 09:10:04,409,149,9
1388,2025-10-11 04:27:07,80,61,10
1389,2025-03-21 14:11:51,406,85,10
1390,14/10/2025,245,61,7
1391,2025-07-12 02:02:10,66,66,10
1392,2025-01-31 11:31:22,1,180,2
1393,2025-02-27 10:06:43,295,175,4
1394,2025-05-03 17:18:08,444,38,6
1395,2025-11-30 23:29:53,128,79,1
1396,"Aug 18, 2025",197,9,1
1397,2025-10-22 19:28:31,474,176,2
1398,2025-08-10 00:17:11,181,114,7
1399,2025-03-11 03:17:09,124,66,5
1400,2025-05-15 07:39:35,70,61,5
1401,2025-05-19 23:27:46,445,113,6
1402,2025-02-16 17:54:07,17,71,2
1403,2025-07-02 03:39:19,282,86,7
1404,2025-11-15 02:24:58,67,67,9
